Description,Price,Old Price,Reviews
"Itel S23 6.6"" Display, 128GB Storage + Up To 8GB RAM, 50MP Camera, 5000mAh+ Bk-COVER+PROTECTOR","KSh 11,400","KSh 25,999",4.4 out of 5
Tecno T301 Dual Sim-Black with Memory Card Slot upto 32 GB,"KSh 13,099","KSh 21,000",4.2 out of 5
"Samsung  Galaxy A05S, 6.7"" Display, 4GB RAM + 64GB ROM, 50MP Camera, 5000mAh - Black","KSh 11,199","KSh 19,999",4.3 out of 5
Infinix HOT 50i Display: 6.7 HD RAM: 6GB (Expandable up to 12GB) ROM: 128GB DUAL SIM  SW F9,"KSh 18,999","KSh 15,000",4.8 out of 5
"Tecno Spark 20, 6.6'' , 4GB RAM + 128GB ROM (Dual Sim) 50MP, 5000mAh - Black + Free Gifts","KSh 18,699","KSh 3,800",3.7 out of 5
U222-U-FM TRIPPLE SIM,"KSh 37,999","KSh 14,999",4.4 out of 5
"Samsung Galaxy A14, 6.6"" Display, 128GB + 4GB RAM, 50MP, Dual SIM, 5000mAh, Black + Smart Watch & Earpods",KSh 799,"KSh 20,000",5 out of 5
XIAOMI Redmi 14C 6.88'' 4GB 128GB Android 14 Dual SIM + SW F9,"KSh 17,490","KSh 22,999",2.5 out of 5
"XIAOMI Redmi A3, 6.71"" Display 3GB RAM + 64GB 5000mAh (Dual SIM) - Black + Smart watch & Power bank","KSh 11,470","KSh 42,000",3.8 out of 5
"Itel A70 6.6 DISPLAY UPTO 8GB RAM + 128GB ROM 5000mAh, 8MP, Black","KSh 21,000","KSh 25,000",5 out of 5
"Tecno T301 2/Dual Sim,Button/KABAMBE/KATULULU/MULIKA MWIZI + FREE WATCH AND BELT","KSh 130,000","KSh 2,000",3.7 out of 5
"XIAOMI Redmi 14C, 6.88"", 128GB + 6GB RAM (Dual SIM), 5160mAh, Purple","KSh 14,190","KSh 12,999",4.1 out of 5
"Samsung Galaxy A14, 6.6"", 128GB + 4GB(Dual SIM), 5000 MAh, +QUALITY  GIFTS","KSh 1,279","KSh 30,000",4.7 out of 5
"Tecno POP 8 6.6"" - 4GB RAM + 128GB ROM - Android 13 (Dual sim) 5000mAh - Dual Speaker - White - Ms","KSh 4,690","KSh 1,999",5 out of 5
"XIAOMI REDMI NOTE 13,AMOLED DISPLAY SIZE,6.67"" INCHES,120HZ,DUAL SIM,5000MAH,(8GB RAM+256GB ROM),,,","KSh 3,650","KSh 40,000",4.4 out of 5
"Samsung GALAXY A16,4GB RAM +128GB ROM,5000MAH,DUAL SIM,50MP & FREE ADAPTER","KSh 13,599","KSh 49,999",3.8 out of 5
"Itel 2163, 1.8"", 32MB + 32MB (Dual SIM), 1000mAh - Blue","KSh 15,999","KSh 11,550",5 out of 5
"Itel S23 128GB + 8(4+4)GB RAM 6.6"" HD+ 90HZ Refresh Rate Screen Phones Dual SIM 4G Network 50MP AI Camera Fingerprint Unlock Smart Phones","KSh 14,350","KSh 15,000",5 out of 5
"Infinix Hot 50 Pro Plus' 6.78 inches""(8+8)16GB RAM+256GB ROM' 5,000 mAh"" Dual SIM MG","KSh 11,999","KSh 3,800",4.5 out of 5
"Itel 2163 1.8""Display 1000mAh,Torch, Wireless FM- Dual Sim- Black","KSh 53,999","KSh 14,999",5 out of 5
"Infinix Hot 50 Pro Plus' 6.78 inches""(8+8)16GB RAM+256GB ROM' 5,000 mAh"" Dual SIM AAA","KSh 6,418","KSh 20,000",3.5 out of 5
"Samsung Galaxy A25 5G, 6.5"", 256GB ROM + 8GB RAM (Dual SIM), 5000mAh - Blue Black","KSh 19,699","KSh 22,999",4.2 out of 5
"Realme C30s, 6.5"", 64GB ROM + 3GB RAM, 8MP (Dual SIM) 5000mAh - Black","KSh 5,478","KSh 42,000",3.5 out of 5
"Itel A70 6.6 DISPLAY UPTO 8GB RAM + 128GB ROM 5000mAh, 8MP, Black","KSh 13,299","KSh 25,000",4.8 out of 5
"Tecno T301 2/Dual Sim,Button/KABAMBE/KATULULU/MULIKA MWIZI + FREE WATCH AND BELT","KSh 21,699","KSh 2,000",3.8 out of 5
"XIAOMI Redmi 14C, 6.88"", 128GB + 6GB RAM (Dual SIM), 5160mAh, Purple","KSh 9,999","KSh 12,999",4.4 out of 5
"Samsung Galaxy A14, 6.6"", 128GB + 4GB(Dual SIM), 5000 MAh, +QUALITY  GIFTS","KSh 14,499","KSh 30,000",2.5 out of 5
"Tecno POP 8 6.6"" - 4GB RAM + 128GB ROM - Android 13 (Dual sim) 5000mAh - Dual Speaker - White - Ms","KSh 18,299","KSh 1,999",4 out of 5
"XIAOMI REDMI NOTE 13,AMOLED DISPLAY SIZE,6.67"" INCHES,120HZ,DUAL SIM,5000MAH,(8GB RAM+256GB ROM),,,","KSh 1,680","KSh 40,000",3.8 out of 5
"Samsung GALAXY A16,4GB RAM +128GB ROM,5000MAH,DUAL SIM,50MP & FREE ADAPTER","KSh 189,000","KSh 49,999",3.7 out of 5
"Itel 2163, 1.8"", 32MB + 32MB (Dual SIM), 1000mAh - Blue","KSh 15,799","KSh 11,550",4.3 out of 5
"Itel S23 128GB + 8(4+4)GB RAM 6.6"" HD+ 90HZ Refresh Rate Screen Phones Dual SIM 4G Network 50MP AI Camera Fingerprint Unlock Smart Phones","KSh 80,750","KSh 8,000",4.4 out of 5
"Infinix Hot 50 Pro Plus' 6.78 inches""(8+8)16GB RAM+256GB ROM' 5,000 mAh"" Dual SIM MG","KSh 11,999","KSh 2,500",5 out of 5
"Itel 2163 1.8""Display 1000mAh,Torch, Wireless FM- Dual Sim- Black","KSh 8,956",KSh 999,4.8 out of 5
"Infinix Hot 50 Pro Plus' 6.78 inches""(8+8)16GB RAM+256GB ROM' 5,000 mAh"" Dual SIM AAA","KSh 21,060","KSh 19,999",4.3 out of 5
"Samsung Galaxy A25 5G, 6.5"", 256GB ROM + 8GB RAM (Dual SIM), 5000mAh - Blue Black","KSh 10,999","KSh 1,500",5 out of 5
"Realme C30s, 6.5"", 64GB ROM + 3GB RAM, 8MP (Dual SIM) 5000mAh - Black","KSh 11,199","KSh 10,000",2 out of 5
"VILLAON V20SE 5.0"" 4GB RAM+32GB Storage 8MP Camera-3000mAh Dual Sim - Dark Blue","KSh 13,350","KSh 9,000",5 out of 5
"Bontel 2720 1.77”SIZE Screen, Flip Phone, 1000mAh,SPLY""","KSh 9,880","KSh 23,999",5 out of 5
"Samsung  Fast Charging 25W TYPE C To C Adapter For A14, A34, A54, A04.. BK-L","KSh 11,699","KSh 19,999",3.9 out of 5
"Realme NOTE 50 6.74 Display,4GB RAM +256GB ROM DUAL SIM 5000 MAh QAZ","KSh 17,619","KSh 12,000",3 out of 5
"Itel 2163, 1.8"", 32MB + 32MB (Dual SIM), 1000mAh","KSh 1,000","KSh 1,500",1 out of 5
Oale S23 Plus 3G - 6.52' 3GB RAM 32GB ROM 8MP  4050mAh -  Blue,"KSh 16,400","KSh 25,000",3.8 out of 5
"VILLAON V20SE 5.0"" 4GB RAM+32GB Storage 8MP Camera-3000mAh Dual Sim VFR","KSh 11,499","KSh 35,000",5 out of 5
"XIAOMI  Redmi 14C, 6.88"" (4GB RAM+128GB Storage) (Dual Sim) 5160mAh - Black + free gifts","KSh 10,199","KSh 65,999",5 out of 5
"XIAOMI Redmi 14C, 6.88"" (4GB RAM+128GB Storage) (Dual Sim) 5160mAh - Black TSD","KSh 1,799","KSh 29,999",1.7 out of 5
"Itel A04, 6.3"", Display Size2GB RAM + 32GB ROM, (Dual SIM), 4000mAh,sply""","KSh 15,999","KSh 1,000",3.3 out of 5
Itel 2165//dual sim//1000mah battery//fm wireless radio//c.e:,"KSh 13,850","KSh 29,999",4.3 out of 5
"XIAOMI  Redmi 14C, 6.88"" (8GB RAM+256GB Storage) (Dual Sim) 5160mAh - Blue + swima","KSh 15,399","KSh 21,000",5 out of 5
"XIAOMI REDMI NOTE 13,6.67""-INCHES DISPLAY,AMOLED,120HZ(6GB RAM/128GB ROM)4G,DUAL SIM ,5000MAH,","KSh 1,300","KSh 21,999",4.1 out of 5
"Samsung Galaxy A55 5G, 6.6"", 256GB ROM + 8GB RAM (Dual SIM), 5000mAh -  Awesome Iceblue","KSh 17,599","KSh 23,000",5 out of 5
Oppo A3 6.67'' DISPLAY 6GB RAM + 128GB STORAGE 5100 MAH BATTERY DUAL+EARPODS+WATCH,"KSh 13,999","KSh 36,000",4.2 out of 5
Samsung  Fast Charger 25W USB C type c to c Wall Charger Super Fast Type C Adapter Android Phone Charger for Galaxy A15 5G A14 A13 A53 A54 A55 A03s A04s A05s A12 A52 S24 S23 S22 S21 S20 S10 Z Flip 5 Z Fold 5,"KSh 10,699","KSh 155,000",2 out of 5
"Samsung Galaxy A15, 6.5'' Display, 6GB RAM + 128GB(Dual Sim) 50MP,  5000mAh - Blue + Smart Watch & Earpods.","KSh 10,400","KSh 25,000",5 out of 5
"Samsung Galaxy A15,6.5 Inches,90hz,dual Sim,4gb Ram/128gb Rom,watch,buds & Powerbank","KSh 2,000","KSh 30,000",5 out of 5
XIAOMI Redmi 14C 6.88'' 4GB 128GB Android 14 Dual SIM + SW SPEAKER,"KSh 14,799","KSh 13,999",1.7 out of 5
"Samsung Galaxy A14,128gb/4gb Ram,50mp Camera,charger & Watch","KSh 16,999","KSh 35,999",2.5 out of 5
"Samsung Galaxy A25 5G, 6.5'' 6GB RAM + 128GB, 50MP (Dual SIM), 5000mAh, Blue + Free Pods & Smartwatch","KSh 12,799","KSh 14,999",4 out of 5
Apple  iPhone 16,"KSh 21,590","KSh 4,677",4 out of 5
"Samsung  GALAXY A05,6.7"" INCHES DISPLAY,4GB RAM/128GB ROM,5000MAH,50MP CAMERA,DUAL SIM,+WASD","KSh 19,800","KSh 30,000",4.4 out of 5
Itel It  2160  -  Dual SIM - Dark  Blue  PLUS  EARPHONES,"KSh 1,119","KSh 29,999",4.4 out of 5
"Infinix Hot 50 Pro Plus' 6.78 inches""(8+8)16GB RAM+256GB ROM' 5,000 mAh"" Dual SIM SW PPB","KSh 10,999","KSh 10,000",3 out of 5
"Itel S23 6.6"" Display, 4GB RAM + 128GB, 50MP, 4G, 5000mAh - Mystery White","KSh 26,990","KSh 80,000",4.1 out of 5
"Vivo Y28 - 6.64""  256GB + Up to !6GB RAM (Dual SIM) 50MP + 2MP Camera, 6000mAh - Agate Green + Smart watch & Earpods","KSh 1,220","KSh 4,500",5 out of 5
"XIAOMI Redmi A3 - 6.71'' Display- 64GB Storage ,3GB RAM - Dual Sim ,5000 MAh Battery- Black..Lii","KSh 26,999","KSh 1,500",3.3 out of 5
XIAOMI Refurbished REDMI 4A 4+64GB Mobile Phone 4G Network Unlock With Google System Dual SIM Selfie Camera Android,"KSh 32,999","KSh 19,999",4.3 out of 5
"Infinix Hot 40i, 6.78"" , 256GB ROM + 8GB (Up to 16gb)RAM (Dual SIM), 50MP, 5000mAh +CRAZY GIFTS","KSh 9,199","KSh 17,199",5 out of 5
"Vivo Y17s - 6.56'' Display, 6GB RAM + 128GB ROM - (Dual SIM) - 50MP Camera- 5000mAh - Black + Smart Watch & Earpods","KSh 10,400","KSh 18,000",3.7 out of 5
"Itel A18, Display 5.0"" Display Size(32GB +1GB)(Dual Sim)Battery 2400 MAh"",sply""","KSh 2,000","KSh 1,500",5 out of 5
"Apple IPhone 13, 256GB + 4GB RAM (Single SIM), Red","KSh 14,799","KSh 30,000",4 out of 5
"Bontel T1000, Wireless Desktop Phone, Sms,,Feature- Black,,home And Office","KSh 16,999","KSh 25,000",5 out of 5
"Bontel L600 1.77 Inch Screen Display With Big Battery,0.08MP, MP3, MP4, Wireless FM, Powerful Speaker With Dual","KSh 12,799","KSh 69,000",5 out of 5
"Tecno POP 8 6.6"" - 3GB RAM Extended+ 64 ROM (Dual sim) 5000mAh - Gravity Black + Smart watch & Earpods","KSh 21,590","KSh 40,000",1 out of 5
"Nokia C32, 6.5"" 64GB ROM + 4GB RAM Expandable To 7GB, (Dual Sim), 50MP Camera-Charcoal","KSh 19,800","KSh 48,000",5 out of 5
Infinix SMART 9 6.7 DISPLAY 4GB RAM + 128GB ROM 5000 MAH BATTERY DUAL SIM BHU,"KSh 1,119","KSh 12,000",4.5 out of 5
"Bontel L800 ;,,1.77""Screen Display,,1000 MAh Battery (Power Bank Option)//Green","KSh 10,999","KSh 120,000",4.2 out of 5
XIAOMI Redmi 14C 6.88'' 8GB RAM + 256GB ROM Android 14 Dual SIM +  WWS,"KSh 26,990","KSh 19,999",3 out of 5
"Samsung GALAXY A15,SUPER AMOLED DISPLAY,6.5"",4GB RAM/128GB ROM,DUAL,5000MAH,25W,","KSh 1,220","KSh 16,995",5 out of 5
Bontel 911// //flip Phone//free Smart Watch,"KSh 26,999","KSh 25,999",5 out of 5
"Vivo V29e 5G - 6.78'', 8GB RAM + 256GB ROM - (Dual SIM) - 4800mAh - Rose Gold (2YRs WRTY)","KSh 32,999","KSh 25,000",3.8 out of 5
"Infinix NOTE 30, 256GB ROM+8GB RAM, DISPLAY 6.66’’FHD- DUAL SIM..../CLY//.,","KSh 9,199","KSh 19,075",5 out of 5
"Infinix Note 40 Pro+ 5G, 6.78"", 256GB + 12GB RAM (UPTO 24GB), 5000mAh, Obsidian Black  (1YR  WRTY)","KSh 4,699","KSh 22,000",4 out of 5
"Itel A70 Awesome,6.6 Big Screen Dynamic Bar,13MP,5000MAH,Type-c,upto 8GB RAM & 128GB ROM","KSh 1,990","KSh 20,999",4.4 out of 5
"Apple IPhone 13 Pro Max, 256GB + 6GB RAM  6.7"" 5G - BLUE",KSh 660,"KSh 35,999",4 out of 5
"XIAOMI Redmi A3x 6.71"" 4GB RAM + 128GB ROM, Android 14 (Dual Sim) 5000mAh - Black","KSh 12,779","KSh 3,499",4.8 out of 5
"Itel A70 AWESOME,UPTO 8GB RAM +128GB STORAGE,5000MAH+FREE WATCH+EARPODS","KSh 1,199","KSh 63,999",5 out of 5
"Samsung Galaxy A15, 6.5"", 128GB + 6GB RAM (Dual SIM), 5000mAh, Light Blue + Black Silicone Cover","KSh 6,499","KSh 9,353",4.4 out of 5
"Nokia 150 - 2.4-Inch, Dual SIM, 1020mAh - Green","KSh 5,499","KSh 100,000",2.5 out of 5
Infinix HOT 50i Display: 6.7 HD RAM: 6GB (Expandable up to 12GB) ROM: 128GB DUAL SIM  BUDS,"KSh 13,699","KSh 6,999",4.3 out of 5
"Freeyond F9,3GB+128GB,6.52"", 13.0MP,4G Smartphone 5000mAh Dual SIM Android Phone","KSh 12,999","KSh 19,999",4.5 out of 5
"Samsung GALAXY A15,6.5"" INCHES,4GB RAM/128GB ROM,5000MAH,POWERBANK,WATCH & BUDS","KSh 8,250","KSh 18,000",3.7 out of 5
"Samsung Galaxy A05, 6.7'' 4GB RAM + 128GB ROM (Dual Sim) 50MP Camera, 5000mAh - Black","KSh 1,200","KSh 79,998",5 out of 5
"XIAOMI Redmi Note 13 Pro, 6.67"", 256GB + 8GB RAM, 200MP, (Dual SIM), 5000mAh, Forest Green","KSh 17,399","KSh 15,000",4.2 out of 5
"Nokia 150 2.4 Inch,Dua-Sim,1020mAh-Cyan","KSh 18,900","KSh 17,889",5 out of 5
"Oppo A98 5G, 6.72"" Display, 64MP, 8GB RAM+ 256GB, Dual SIM, 5000mAh - Black + Free Gifts","KSh 50,999","KSh 29,999",5 out of 5
Vivo Y67 Mobile Phone 99% New Discounted Price Air Express 3G+32G/64G Fingerprint 5.5inch Ultra HD  3000mAh Battery Capacity 4G Network Vivo Smart Phones Mobile Phones  Android  Cheap Smartphones Free Accessories,"KSh 23,490","KSh 28,999",5 out of 5
Oppo Reno 12 - 5G (12GB RAM+ 512GB ROM) - BATTERY 5000 MAH Dual Sim - SW BUDS,KSh 700,"KSh 100,000",4.7 out of 5
"Nokia 8210, 2.8 Inches 0.3MP Dual SIM Cards 1450mAh-Blue","KSh 22,390","KSh 3,300",4.4 out of 5
Idino NOTEBOOK 6 STUDENTS/ADULTS 512GB ROM + 8GB RAM 6000MAH 5G SIMCARD SLOT TABLET,"KSh 20,200","KSh 29,999",5 out of 5
"Infinix  Hot 50i 4G""6.7-inch,12 GB(6+6)RAM+128GB ROM' Battery: 5000mAh, 18W Wired UIF12","KSh 13,999","KSh 23,000",5 out of 5
"Vivo V29 5G - 6.78'', 12GB RAM + 256GB ROM - (Dual SIM) - 4600mAh - Peak Blue (2YRs WRTY)","KSh 17,250","KSh 30,000",5 out of 5
"Itel S23-6.6""HD+ 90HZ-128/4GB(UP TO 8GB)-50MP-5000MAH-4G LTE-ANDROID 12 SPLY""","KSh 26,999","KSh 6,999",3.9 out of 5
"Samsung Brand New Galaxy A05 64GB+4GB 50MP Camera 6.7"" 90Hz MTK Helio G85 (12nm) 5000mAh 25W Type-C Charge Android 13 Smart Phones","KSh 120,000",KSh 550,1 out of 5
"Samsung Galaxy A15, 6.5"", 128GB + 6GB RAM (Dual SIM), 5000mAh, Light Blue + Smartwatch","KSh 15,999","KSh 17,000",3.5 out of 5
"Samsung GALAXY A15, 6.5'' HD+, 4GB RAM + 128GB ROM, DUAL SIM, 50MP, 5000mAh - Blue black","KSh 1,700","KSh 17,889",3.7 out of 5
Oppo Reno 12 - 5G (12GB RAM+ 512GB ROM) - BATTERY 5000 MAH Dual Sim - SW BUDS,"KSh 26,999","KSh 33,100",4.3 out of 5
Oking A14 Pro With 4 SIM Cards Slot iPhone Design. 2300mAh Inbuilt Battery feature phones,"KSh 10,190","KSh 39,999",4.3 out of 5
"Infinix Hot 40i, 6.78"" , 256GB ROM + 8GB (Up to 16gb)RAM  (Dual SIM), 50MP, 5000mAh -  Black + Free Gifts","KSh 25,650","KSh 19,999",4 out of 5
"Samsung Galaxy A14,128gb/4gb Ram,50mp Camera,charger & Watch","KSh 10,860","KSh 22,000",5 out of 5
"Infinix Hot 50 Pro Plus' 6.78 inches""(8+8)16GB RAM+256GB ROM' 5,000 mAh"" Dual SIM MG","KSh 3,741","KSh 15,000",4.3 out of 5
"Nokia 8210, 2.8 Inches 0.3MP Dual SIM Cards 1450mAh-Blue","KSh 16,990","KSh 30,000",4.4 out of 5
Faiba JTL Faiba 4G Sim Card - Recommended,"KSh 18,299","KSh 19,999",4.4 out of 5
"XIAOMI REDMI A3X,6.71 IPS LCD DISPLAY,(128GB ROM+4GB RAM)5000MAH,8MP,DUAL SIM,ANDROID 14,& FREEBIES","KSh 5,990","KSh 12,000",5 out of 5
"Samsung Brand New Galaxy A05 64GB+4GB 50MP Camera 6.7"" 90Hz MTK Helio G85 (12nm) 5000mAh 25W Type-C Charge Android 13 Smart Phones","KSh 75,000","KSh 25,000",5 out of 5
"Badili IPhone 8 Plus (Renewed), 64GB - Black","KSh 2,845","KSh 40,000",4.8 out of 5
"Tecno CAMON 20, 6.67"", 256GB + 8GB, 64MP, (Dual SIM), 5000mAh - Black + Free Gifts","KSh 1,050","KSh 2,000",4 out of 5
"Samsung Galaxy A15, 6.5"", 128GB + 4GB RAM (Dual SIM), 5000mAh, Blue Black + Silicone Back Cover & Adapter","KSh 13,299","KSh 41,999",4.8 out of 5
"Samsung GALAXY A15,6.5"" INCHES,4GB RAM/128GB ROM,5000MAH,POWERBANK,WATCH & BUDS","KSh 14,995","KSh 29,000",4 out of 5
"Itel S23-6.6""HD+ 90HZ-128/4GB(UP TO 8GB)-50MP-5000MAH-4G LTE-ANDROID 12 SPLY""","KSh 12,050","KSh 18,000",3.5 out of 5
XIAOMI Redmi 14C 6.88'' 8GB RAM + 256GB ROM Android 14 Dual SIM +  WWS,"KSh 1,230","KSh 15,999",3.7 out of 5
Idino NOTEBOOK 6 STUDENTS/ADULTS 512GB ROM + 8GB RAM 6000MAH 5G SIMCARD SLOT TABLET,"KSh 17,199","KSh 20,999",3.5 out of 5
"Itel A70 Awesome,6.6 Big Screen Dynamic Bar,13MP,5000MAH,Type-c,upto 8GB RAM & 128GB ROM","KSh 18,999","KSh 8,552",3 out of 5
Infinix HOT 50i Display: 6.7 HD RAM: 6GB (Expandable up to 12GB) ROM: 128GB DUAL SIM  BUDS,"KSh 2,700","KSh 16,999",4 out of 5
"Infinix Hot 50 Pro Plus' 6.78 inches""(8+8)16GB RAM+256GB ROM' 5,000 mAh"" Dual SIM WWW","KSh 29,499","KSh 4,999",3.8 out of 5
"Bontel Explorer 300 Walkie Talkie Mobile Phone - Dual SIM, Spotlight Torch","KSh 20,999","KSh 28,699",2.5 out of 5
"Infinix Note 40 PRO 256GB+16GB (8+8)GB RAM 6.78"" Screen Dual SIM Smartphone 5000mAh Battery 70W Charging 108MP Camera Android 14 MediaTek Helio G99 Ultimate Smart Phones","KSh 45,450","KSh 23,999",4.9 out of 5
"Infinix Hot 40i, 6.78"" , 256GB ROM + 8GB (Up to 16gb)RAM (Dual SIM), 50MP, 5000mAh +CLASSIC GIFTS","KSh 10,350","KSh 1,800",5 out of 5
Infinix SMART 9 6.7 DISPLAY 4GB RAM + 128GB ROM 5000 MAH BATTERY DUAL SIM BHU,"KSh 105,450","KSh 69,999",4 out of 5
"XIAOMI  Redmi A3, 6.71"" Display 4GB + 128GB 5000mAh (Dual SIM) - Black","KSh 11,198","KSh 18,000",2 out of 5
"Samsung Galaxy A05, 6.7'' 4GB RAM + 128GB ROM (Dual Sim) 50MP Camera, 5000mAh - Black","KSh 10,899","KSh 10,500",3 out of 5
Oppo A57/ F1 Discounted Price 99% New Air Express Smart Phone 3GB+32GB/64GB 5.5inch Mobiles Android Phones  Mobile Phones  Android  Free Accessories,"KSh 21,499","KSh 25,999",4.3 out of 5
Hw Refurbished Huawei P Smart+2019 6.2 Inches FHD+ 4GB + 128GB Blue,"KSh 2,299","KSh 19,999",3.7 out of 5
"VILLAON V20SE, 5"", 32GB + 4GB RAM (Dual SIM), 3000mAh, Dark Blue","KSh 13,749","KSh 3,000",4.8 out of 5
"XIAOMI Redmi 12C, 6.71"", 4GB + 128GB, 50MP CAM, 5000mAh, Grey","KSh 10,277","KSh 17,000",3.8 out of 5
"Realme C51 6.74''  Display, 4GB RAM + 128GB ROM, Dual Sim, 50MP, 5000mAh - Green","KSh 20,200","KSh 19,999",4.6 out of 5
"VILLAON V110, 177"" Kabambe, Wireless FM, Camera, Bright Touch, Facebook, 1000mAh (Dual Sim)","KSh 14,998","KSh 20,000",4.8 out of 5
"XIAOMI Redmi Note 13 Pro (+) Plus 5G 12GB RAM+512GB ROM, 5G, 6.67""","KSh 34,999","KSh 30,000",5 out of 5
"Infinix  Hot 50i 4G""6.7-inch,12 GB(6+6)RAM+128GB ROM' Battery: 5000mAh, 18W Wired JHGV","KSh 2,799","KSh 20,000",1 out of 5
"Oppo Refurbished OPPO F7 6.2 ""FHD+ 6GB+128GB Black","KSh 40,450","KSh 15,000",1 out of 5
"Samsung Galaxy A15, 6.5"", 128GB + 6GB RAM (Dual SIM), 5000mAh, Blue","KSh 4,677","KSh 19,999",3.5 out of 5
"Realme Note 50 6.74"" 128GB ROM+ 4GB (Expandable to 8GB RAM) 5000mAh (Dual sim) - Blue + Smart watch & Power bank","KSh 66,510","KSh 15,999",5 out of 5
Nokia Hmd5 Latest Model Hone Oriaa Kabambe,"KSh 4,999","KSh 2,000",4 out of 5
"XIAOMI REDMI 14C,SCREEN SIZE 6.88"",,,4GB RAM UPTO 8GB RAM & 128GB ROM,,5160MAH,DUAL SIM,50MP Al,SPLY""","KSh 12,999","KSh 32,000",5 out of 5
"Nokia 106 DUAL SIM 1.77"". BLACK","KSh 13,180","KSh 17,999",4.8 out of 5
"Samsung Galaxy A15, 6.5"", 128GB + 4GB RAM (Dual SIM), 5000mAh, Blue Black + Silicone Back Cover & Adapter","KSh 39,499","KSh 20,000",5 out of 5
"Samsung  GALAXY A05,6.7"" INCHES DISPLAY,4GB RAM/128GB ROM,5000MAH,50MP CAMERA,DUAL SIM,+FREE GIFTS","KSh 11,500","KSh 4,999",4 out of 5
"Infinix Hot 40i, 6.78"", 256GB+ 8GB (Up To 16gb)RAM, Dual SIM, 50MP, 5000mAh  CVGN","KSh 11,999","KSh 9,086 - KSh 10,957",2.8 out of 5
Samsung A06 6.7 DISPLAY 4GB RAM +128GB ROM 5000MAH DUAL SIM  AER1,"KSh 23,499","KSh 24,999",5 out of 5
VILLAON V30RS 675 SCREEN DISPLAY 5000mAh 4GB RAM +128GB STORAGE BN,"KSh 22,950","KSh 25,999",3.9 out of 5
"Sandisk Cruzer Blade 8GB, 16GB, 32GB, 64GB, 128GB USB 2.0 Flash DriveSanDisk 100% Original CZ50 USB Flash Cruzer Blade USB 128GB Flash Drive Usb2.0 USB Flash Disk Pendrive Memory Stick Memory, (1YR WRTY)","KSh 66,510","KSh 19,999",4.4 out of 5
"XIAOMI Redmi 14C, 6.88"" (6GB RAM+128GB Storage) (Dual Sim) 5160mAh+GIFTS","KSh 2,400","KSh 48,999",5 out of 5
"XIAOMI Redmi A3, 6.71"" Display 3GB RAM + 64GB, 5000mAh (Dual SIM) - Black","KSh 16,999","KSh 25,000",4 out of 5
"VILLAON V110, 177"" Kabambe, Wireless FM, Camera, Bright Touch, Facebook, 1000mAh (Dual Sim) + Web watch -Black","KSh 17,250","KSh 2,000",1 out of 5
"Samsung GALAXY TAB A9,8.7""TFT LCD DISPLAY,4GB RAM/64GB ROM,NANO SIM,5100MAH,","KSh 26,990","KSh 5,000",5 out of 5
"XIAOMI Redmi A2+, 6.52”, 32GB + 2GB RAM (Dual SIM), 5000mAh, Black","KSh 4,999","KSh 23,999",3 out of 5
"Samsung GALAXY A05,PLS LCD,6.7"" INCHES DISPLAY,4GB RAM/64GB ROM,5000MAH,4G,DUAL SIM""'",KSh 310,"KSh 19,999",4.1 out of 5
"VILLAON V20SE, 5"", 32GB + 4GB RAM (Dual SIM), 3000mAh, Dark Blue","KSh 11,650","KSh 23,999",4 out of 5
Oppo A57/ F1 Gold 99% New Discounted Price Official Smart Phone 3GB+32GB 5.5inch Mobiles Android Phones  Mobile Phones  Cheap Phones Free Accessories,"KSh 11,999","KSh 80,000",3.5 out of 5
"XIAOMI Redmi 13C , 6.74""  4GB RAM + 128GB ROM, 50MP AI, 5000mAh (Dual Sim) - Midnight Black","KSh 29,999","KSh 45,999",4 out of 5
"Samsung Galaxy A15, 6.5"", 128GB + 6GB RAM (Dual SIM), 5000mAh, Blue","KSh 23,499","KSh 40,000",5 out of 5
"XIAOMI Redmi A3x 6.71"" 4GB RAM + 128GB ROM, Android 14 (Dual Sim) 5000mAh - Black + Smart watch & Earpods","KSh 19,899","KSh 14,995",5 out of 5
Mobile Phone Smartphone Android Mobile Phone Reno 8 Cheap Hot Sale,"KSh 20,200","KSh 2,380",4.8 out of 5
"XIAOMI Redmi Note 13 Pro, 6.67""DISPLAY, 256GB RAM + 8GB RAM, 200MP Camer- (Dual SIM), 5100mAh- GREEN","KSh 11,500","KSh 22,999",5 out of 5
Infinix HOT 50i Display: 6.7 HD RAM: 6GB (Expandable up to 12GB) ROM: 128GB DUAL SIM  CV SPP,"KSh 17,199","KSh 8,600",4 out of 5
Bontel 3720 Mini Fold Mobile Phone 2G GSM Dual SIM Card Speed Dial Video Player Magic Voice 3.5mm Jac,"KSh 12,999","KSh 29,999",2.8 out of 5
"VILLAON V20,,SEDUAL SIM3000MAH BATTERY(REMOVABLE)4+32GB STORAGEFREE COVERBLUE","KSh 10,350","KSh 79,998",5 out of 5
"Realme  C51 6.74'', 4GB RAM + 128GB ROM, Dual Sim, 50MP, 5000mAh - Black + Power Bank  & Smart Watch","KSh 13,749","KSh 3,399",3.9 out of 5
"Realme Note 50 6.74"" 128GB ROM+ 4GB (Expandable to 8GB RAM) 5000mAh (Dual sim) - Blue + Smart watch & Power bank","KSh 26,999","KSh 1,500",4.4 out of 5
