microwaves_name,microwaves_reviews,microwaves_price
Syinix 20 litres microwave oven,(0),"KSh 8,399"
Icona London 20L Manual Setting Microwave Oven,(0),"KSh 8,999"
Roch digital 20litres microwave,(0),"KSh 10,999"
Syinix Microwave Manual Oven 20L MW72003M,(0),"KSh 8,505"
Syinix 20l Microwave Oven,(0),"KSh 8,499"
HANMAC microwaveCountertop Microwave Ovens 12 Cu Ft 124 Removable Turntable Smart Humidity Sensor 12 Auto Menus Mute Function ECO Mode Easy Clean Interior Black Color 1000W,(0),"KSh 12,520"
Manual Microwave 20ltrswith Rotary Switch KnobCountertop Small Microwave Microwave Turntable Plate 6 Level Power Tabletop Microwave Microwave Handle,(0),"KSh 11,000"
CLERANCE Mika 20L Digital Solo Microwave Oven,(0),"KSh 11,699"
Mika Digital Microwave oven 20Ltr Grill 1000Watt 7 Auto Cooking Menus Button Press Door Opening,(0),"KSh 14,580"
Hanmac Microwave Digital 20L Multistage cooking,(0),"KSh 11,799"
Mika Microwave 20L Digital Grill 2 YEARS WARRANTY,(0),"KSh 10,999"
Ramtons RM458 Digital Glass Microwave 700W 20L Black Silver,(0),"KSh 12,999"
Roch Digital Microwave20 Liters capacity 11 Microwave power levels Defrost function Cooking End Signal 650700W microwave power 99minutes 99 seconds timer,(0),"KSh 13,499"
Ramtons RM458 Digital Glass Microwave 700W 20L,(0),"KSh 12,999"
HANMAC 20L Digital Microwave Multiple Power Levels Speed Defrost Child Lock,(0),"KSh 9,999"
Nunix Microwave Oven 20L,(0),"KSh 9,299"
Ramtons RM310 Microwave Grill 20Litres,(0),"KSh 11,699"
Nunix 20L Microwave Oven,(0),"KSh 13,599"
Roch 20 Litres Digital Microwave Get yourself a life saving time saving appliance to life much easier 20 Liters capacity 11 Microwave power levels Defrost function,(0),"KSh 11,999"
Hisense Digital Microwave Oven 20L,(0),"KSh 10,399"
Hanmac Microwave 20L Digital Multi Stage Cooking,(0),"KSh 10,999"
Nunix 20l Analog microwave,(0),"KSh 8,999"
Ramtons RM458 Digital Glass Microwave 700W 20L,(0),"KSh 13,500"
Syinix 20 Litres Microwave Oven,(0),"KSh 8,640"
Nunix 20L Microwave Oven,(0),"KSh 13,599"
Ramtons RM458 Digital Glass Microwave 700W 20L,(0),"KSh 15,159"
HANMAC microwave20L Microwave 5 Power Levels Small Microwave Grip Handle 700W Countertop Microwave 30 Minute Timer Mechanical Dial Controls White,(0),"KSh 12,499"
Ramtons RM458 Digital Glass Microwave 700W 20L Black Silver,(0),"KSh 12,999"
Icona Microwave oven 25L Manual Setting Plus Grill ILMO2550XW,(0),"KSh 14,999"
Icona London 20L Manual Setting Microwave Oven,(0),"KSh 8,499"
HANMAC 3 years warranty 20L Digital Grill Microwave,(0),"KSh 11,299"
25 LITERS RAMTONS MICROWAVEGRILL RM326,(0),"KSh 18,000"
Hisense 20L Digital Microwave Oven H20MOMWS11 White,(0),"KSh 10,800"
700w 20l Microwave Oven Black,(0),"KSh 9,999"
HANMAC DIGITAL MICROWAVE GRILL Digital control Grill Function Multi cooking stage 9 Auto Menus Simplify cooking 9 preset menus perfect for a range of dishes ensuring a hass,(0),"KSh 12,690"
HANMAC MICROWAVE MANUAL 20 Litres Manual solo Microwave power output 700 watts 35Cooking timer Multi stage cooking 5 Power levels Defrost function Speedy cooking Cooking completion signal Gla,(0),"KSh 9,999"
20LT MICROWAVE MANUAL WHITE20 litre capacity Dial controls 700 watts White 5 power levels,(0),"KSh 11,999"
Nunix 20L Manual Setting Microwave Oven,(0),"KSh 8,999"
20 litres mika digital microwave oven,(0),"KSh 12,799"
HANMAC 3 years warranty 20L Digital Grill Microwave,(0),"KSh 9,999"
Nunix 20L Electric Microwave Oven,(0),"KSh 8,999"
Hanmac Microwave Manual 20L Defrost Function,(0),"KSh 9,299"
Unlock Effortless Cooking Explore Hisense H20MOBS11 20L Microwave Oven,(0),"KSh 12,199"
Ramtons RM458 Digital Glass Microwave,(0),"KSh 12,999"
Mika 20L Digital Solo 700w Microwave Oven,(0),"KSh 11,999"
VON VAMS21DGK 700W Digital Microwave Oven 20L,(0),"KSh 13,499"
Nunix 20L Microwave Oven,(0),"KSh 10,999"
Nunix 20L Microwave Oven,(0),"KSh 9,479"
HANMAC MICROWAVE DIGITALGRILL 20 Litres Digital control grill function Grill power 1000watts 95Cooking TImer Multi stage cooking 5 Power levels Defrost function Speedy cooking Cooking co,(0),"KSh 13,000"
Mika MMWMSKH2012B Microwave 20L Manual,(0),"KSh 10,299"
HANMAC DIGITAL MICROWAVE GRILL Selling at affordable 20ltrs Silver Color Defrost Function Cooking End Signal 8 Auto Menus,(0),"KSh 13,888"
Ramtons RM45820L Digital Microwave,(0),"KSh 12,799"
Haier HMW28DBM Digital Microwave Oven 700W 20L,(0),"KSh 13,999"
Synix Syinix 20l microwave oven,(0),"KSh 8,799"
Roch Microwave Capacity 20ltrs Defrost function 35 minutes timer Cooking end signal Pull handle door Glass door,(0),"KSh 12,000"
VON VAMS21DGK 700W Digital Microwave Oven 20L,(0),"KSh 13,499"
Cooking End Signal 1000 watts Grill Function HANMAC 20L Digital Grill Microwave,(0),"KSh 12,999"
Hanmac Microwave Digital 20L Multistage cooking,(0),"KSh 11,499"
Roch 20 Liters Digital Microwave,(0),"KSh 9,499"
Nunix 20L Digital Microwave Grill,(0),"KSh 10,499"
Nunix Microwave Oven 20L GRILL White L 800w,(0),"KSh 12,999"
ORIGINALHisense H25MOMS7HG 25L Grill Microwave25L Grill Microwave oven 6 auto menu 11 power levels grey cavity memory function timer 900w output power clock setting weighttimer defrost functi,(0),"KSh 17,279"
Hisense 20L Digital Microwave Oven 20 Liters Microwave,(0),"KSh 11,499"
AILYONS 20L Defrosting Microwave appliances30 Max TimerManual controlsDefrost setting20L Capacityhas a large turntable did Enables you to load bigger food containers or more food,(0),"KSh 10,470"
Icona London 20L Manual Setting Microwave OvenThis retro cream design is cute compact Its perfect for small spaces found in apartments or dorms It would also a great addition in,(0),"KSh 12,000"
Ramtons RM458 Digital Glass Microwave 700W 20L B,(0),"KSh 12,999"
ICONA Digital Microwave 20L Handle,(0),"KSh 9,999"
Mika MMWMSKH2011W Microwave 20L Manual White,(0),"KSh 11,950"
Hisense Digital Microwave Oven 20L,(0),"KSh 10,999"
Hisense 20L Microwave OvenTimer2 years warranty,(0),"KSh 9,890"
Mika 20L Digital Solo Microwave Oven,(0),"KSh 12,499"
MWO 23ME8DBKBSS Digital Microwave 485383293cm 23ltrs,(0),"KSh 15,500"
Hisense white digital microwave 20L capacity 11 power levels Defrost by weight function Microwave output power of 700 watts 9999 minute cooking timer Push button door Silver color silver door 255,(0),"KSh 12,131"
Hisense Digital Microwave Oven 20L White,(0),"KSh 10,999"
Roch Microwave Capacity 20ltrs Defrost function 35 minutes timer Cooking end signal Pull handle door Glass door,(0),"KSh 12,000"
Nunix 20L Digital Electric Microwave Oven GRILL,(0),"KSh 10,999"
Hisense 23L Digital Microwave Oven H23MOMS5H,(0),"KSh 14,999"
Ramtons RM320 Digital Microwave 20L,(0),"KSh 15,500"
Mika 20L Digital Microwave Grill,(0),"KSh 13,499"
Mika 20L Digital Microwave Grill,(0),"KSh 14,999"
Von VAMG21DGK Digital Microwave Oven Grill 20L Extra large cavity space Black,(0),"KSh 10,980"
Nunix Digital Microwave Oven 20L GRILL,(0),"KSh 10,999"
LG Smart Inverter Dual Control MS2535GIS Microwave oven Smart Inverter Even Heating Easy Clean,(0),"KSh 26,799"
Syinix 20l Digital Microwave Oven,(0),"KSh 11,799"
ICONA Digital Microwave 20L Handle,(0),"KSh 9,999"
Ramtons RM458 Digital Glass Microwave 700W 20L,(0),"KSh 15,659"
Icona Microwave oven 25L Digital Setting ILDMO2565XB,(0),"KSh 13,999"
HANMAC 3 years warranty 20L Manual Microwave,(0),"KSh 8,999"
Roch Digital Microwave 20ltrs Black as pictur Black 20 L,(0),"KSh 10,999"
Premier 20L Microwave Ovens Black as picture Black 20 L,(0),"KSh 11,400"
Ramtons RM458 Digital Glass Microwave 700W 20L Silver,(0),"KSh 13,770"
Nunix 20L Microwave Oven,(0),"KSh 13,999"
HANMAC Microwave 20L Digital Grill Function,(0),"KSh 12,499"
haier affordable 20ltrs microwave oven,(0),"KSh 13,959"
Hisense 25L Grill Microwave Oven H25MOMS7HG,(0),"KSh 22,500"
ICONA 20 Ltrs Digital Microwave Oven,(0),"KSh 9,999"
Ramtons RM458 Digital Glass Microwave 700W 20L,(0),"KSh 15,399"
Icona Microwave oven 20L Manual Setting ILMO2025XW,(0),"KSh 10,999"
20L HANMAC DIGITAL MICROWAVE GRILL Silver color Defrost function Cooking end signal 8 Auto Menus,(0),"KSh 13,529"
Premier 20L Digital Multi Purpose Microwave Oven Grill,(0),"KSh 12,345"
Nunix 20L Manual Setting Microwave Oven,(0),"KSh 9,999"
Icona Microwave oven 20L Manual Setting ILMO2015XW,(0),"KSh 10,999"
SYINIX MICROWAVE MANUAL 20L MW72005M Power Levels 5 Power 700W Capacity 20L Rated Voltage 220230V Weight 75kg,(0),"KSh 10,279"
Roch RMW20PX7PB B Microwave Oven 700W 20L,(0),"KSh 9,499"
Ramtons RM551 25 LITRES MICROWAVEGRILL BLACK,(0),"KSh 22,000"
Hisense 20L Digital Microwave,(0),"KSh 11,499"
Syinix digital microwave grill,(0),"KSh 11,555"
Nunix 20l Digital microwave grill,(0),"KSh 11,999"
Mika 20L Digital Microwave Grill,(0),"KSh 13,999"
HANMAC 20L Digital Microwave,(0),"KSh 9,499"
Nunix 20L Digital Microwave without Grill,(0),"KSh 9,999"
Binatone 20 Litres MWO 2017 Microwave Oven Black,(0),"KSh 9,990"
Roch High Efficiency Commercial Manual Microwave,(0),"KSh 11,000"
Haier HP90D23ELB8 Glass Microwave Oven 900W 23L,(0),"KSh 21,000"
Nunix 20L Microwave Oven Grill,(0),"KSh 13,000"
Nunix 20L Microwave Oven,(0),"KSh 11,000"
Bosch FEL053MS1M Microwave 800W 25L,(0),"KSh 25,999"
Premier 20L Microwave OvensDigital control 21224 Hour clock system 36 microwave power levels 4Quick start 5Defrost setting 6 8 Auto cooking menus 7Cooking end signal 8Handle door 9Glass turn,(0),"KSh 14,990"
BIG SALEPremier Microwave 20ltrs20L microwave 30 Minute timer Manual control Grill function Combination cooking Defrost setting Cooking end signal Button touch door Glass turntable White cavity 5 P,(0),"KSh 9,887"
Nunix 20 Litres Manual Setting Microwave Ovenpower levels preprogrammed settings Child safety lock Keep warm function Defrost function Easytoclean interior,(0),"KSh 8,888"
LG Even Heating Fast Cooking Solo NeoChef Microwave Oven MJ3965BCS 39L Smart Inverter EasyCleanSmart Inverter Large Tempered Glass door design,(0),"KSh 65,299"
Icona 20litres manual microwave EASY TO USE Cook 9 of most popular microwave foods in press of one button Press desired preprogrammed button microwave automatically starts,(0),"KSh 9,650"
HANMAC microwave 20l manual,(0),"KSh 8,799"
Mika MMWMSKH2012B Microwave 20L Manual,(0),"KSh 9,999"
Haier Microwave 20L Digital HMW20DBM,(0),"KSh 13,999"
MICROWAVE IN TOWN Roch 20 Litres Digital Microwave,(0),"KSh 10,200"
Ramtons RM458 Digital Glass Microwave 700W 20L,(0),"KSh 12,999"
Syinix 20l manual microwave oven microwave has a large turntable did Enables you to load bigger food containers or more food,(0),"KSh 9,999"
VON Digital Microwave Oven VAMS20DGX Solo Grill 20LTR BLACK 700 Watts 2 Defrost options Time defrost Weight defrost 6 Auto cook menus Potato Pizza Popcorn Beverage Frozen Dinner Rehea,(0),"KSh 13,131"
Hisense 25L Grill Microwave Oven H25MOMS7HG,(0),"KSh 26,300"
RM551 Ramtons Microwave Grill 25Ltrs,(0),"KSh 22,000"
Mika Microwave 20L Manual Black,(0),"KSh 10,800"
ICONA 20 Ltrs Digital Microwave Oven,(0),"KSh 9,899"
ICONA DIGITAL MICROWAVE convection microwave oven is perfect way to cook a variety of dishes quickly easily convection function circulates hot air around food which helps to coo,(0),"KSh 9,898"
Mika MMWMSKH2012B Microwave 20L Manual,(0),"KSh 9,999"
VON VAMS21DGK 700W Digital Microwave Oven 20L,(0),"KSh 13,499"
VON VAMS20DGB 20L 700Watts Microwave Oven,(0),"KSh 13,499"
Premier Digital 20L Multipurpose Microwave,(0),"KSh 11,172"
Ramtons RM458 Digital Glass Microwave 700W 20L,(0),"KSh 12,999"
Syinix 20 litres microwave oven,(0),"KSh 9,529"
Synix Syinix 20l microwave oven,(0),"KSh 8,999"
Hisense 20L Digital Microwave Oven 20 Liters Microwave,(0),"KSh 11,999"
Hisense Digital Microwave Oven 20L White,(0),"KSh 10,999"
HANMAC microwave manual capacity 20litres Has 5power levels Has a defrost feature Power 700W Has a 35minute timer Available at shop HAS A THREE YEAR WARRA,(0),"KSh 9,999"
Icona Microwave oven 20L Digital Setting ILDMO2035XB,(0),"KSh 12,999"
CLEARNCE Mika 20L Digital Microwave Grill,(0),"KSh 13,999"
Icona London 20L Manual Setting Microwave Oven,(0),"KSh 8,999"
20ltrs Nunnix cm20mx microwave,(0),"KSh 11,599"
20ltrs Nunnix cm20mx microwave,(0),"KSh 11,599"
20ltrs Nunnix cm20mx microwave,(0),"KSh 11,599"
20ltrs Nunnix cm20mx microwave,(0),"KSh 11,599"
Mika 20L Manual Microwave 700W Black,(0),"KSh 13,000"
Mika MMWMSKH2012B Microwave 20L Manual,(0),"KSh 10,499"
VON HMS202DBVAMS20DGB Digital Solo 20L microwave,(0),"KSh 12,599"
Hisense 20L Microwave Oven H20MOBS11,(0),"KSh 11,999"
Ramtons RM458 Digital Glass Microwave 700W 20L Black Silver,(0),"KSh 12,999"
EXCLUSIVE DEALS AT A PROMOTION PRICERoch Manual Microwave Oven 700W 20L RMW20L8MB B20L manual microwave oven 700W output power 9999 cooking timer 10 microwave power levels Turntable glass t,(0),"KSh 9,595"
Haier HMW20DBM Digital Microwave Oven 20L,(0),"KSh 10,999"
Nunix 20l Digital microwave grill,(0),"KSh 10,999"
VON VAMS20DGB 20L 700Watts Microwave Oven,(0),"KSh 12,999"
20ltrs Nunnix cm20mx microwave,(0),"KSh 11,599"
20ltrs Nunnix cm20mx microwave,(0),"KSh 11,599"
20ltrs Nunnix cm20mx microwave,(0),"KSh 11,599"
20ltrs Nunnix cm20mx microwave,(0),"KSh 11,599"
20ltrs Nunnix cm20mx microwave,(0),"KSh 11,599"
20ltrs Nunnix cm20mx microwave,(0),"KSh 11,599"
20ltrs Nunnix cm20mx microwave,(0),"KSh 11,599"
20ltrs Nunnix cm20mx microwave,(0),"KSh 11,599"
20ltrs Nunnix cm20mx microwave,(0),"KSh 11,599"
20ltrs Nunnix cm20mx microwave,(0),"KSh 11,599"
20ltrs Nunnix cm20mx microwave,(0),"KSh 11,599"
Haier 28L Digital Microwave Oven 700W Black HMW28DBM,(0),"KSh 16,615"
Roch 20 Liters Digital Microwaveblack,(0),"KSh 10,779"
Mika FINEST Digital microwaves grill,(0),"KSh 16,399"
Hisense Microwave Oven H20MOMS11 20L,(0),"KSh 11,999"
20L HANMAC microwave grill 1000W energy Has 9 auto menus,(0),"KSh 14,999"
ICONA Digital Microwave 20L Handle,(0),"KSh 10,499"
LG MS2032GAS 20L Microwave Stylish Powerful,(0),"KSh 23,999"
Hisense H20MOBS11 20L Digital Microwave Oven,(0),"KSh 11,999"
HANMAC DIGITAL MICROWAVE GRILL 20L 8 Auto Menus,(0),"KSh 12,825"
Synix Manual Microwave 20L Model MW72005M Defrost 5 Power Levels Manual Control Timer Cooking End Signal Glass Turntable Multi Cooking Levels,(0),"KSh 11,400"
Mika Microwave Output 700W Capacity 20 Litres Voltage AC 230240V50Hz Manual Control 5 Power Level Defrost Function 35 Minutes Timer Durable Glass Door Handle Color Silver,(0),"KSh 14,000"
Mika Microwave Output 700W Capacity 20 Litres Voltage AC 230240V50Hz Manual Control 5 Power Level Defrost Function 35 Minutes Timer Durable Glass Door Handle Color Silver,(0),"KSh 14,000"
Hisense Digital Microwave Oven 20L,(0),"KSh 10,999"
Hisense H20MOMS1 20L Microwave,(0),"KSh 19,600"
Mika Microwave Output 700W Capacity 20 Litres Voltage AC 230240V50Hz Manual Control 5 Power Level Defrost Function 35 Minutes Timer Durable Glass Door Handle Color Silve,(0),"KSh 14,000"
Mika Microwave Output 700W Capacity 20 Litres Voltage AC 230240V50Hz Manual Control 5 Power Level Defrost Function 35 Minutes Timer Durable Glass Door Handle Color Silve,(0),"KSh 14,000"
Premier 20ltrs Digital Microwave,(0),"KSh 14,000"
Premier 20ltrs Digital Microwave,(0),"KSh 14,000"
Premier 20ltrs Digital Microwave,(0),"KSh 14,000"
Premier 20ltrs Digital Microwave,(0),"KSh 14,000"
Premier 20ltrs Digital Microwave,(0),"KSh 14,000"
Premier 20ltrs Digital Microwave,(0),"KSh 14,000"
Premier 20ltrs Digital Microwave,(0),"KSh 14,000"
Premier 20ltrs Digital Microwave,(0),"KSh 14,000"
Premier 20ltrs Digital Microwave,(0),"KSh 14,000"
Premier 20ltrs Digital Microwave,(0),"KSh 14,000"
Premier 20ltrs Digital Microwave,(0),"KSh 14,000"
Hisense 20L Digital Microwave oven,(0),"KSh 10,999"
ICONA 20 Ltrs Digital Microwave Oven,(0),"KSh 10,665"
VON HMG202DBVAMG20DGB Grill Microwave 20L Black Red Digital control panel Adjustable power levels 7 auto cook menus Jet defrost Variable power Black 20 L,(0),"KSh 17,900"
Roch Digital Microwave Oven 10 Power Levels 900W Electronic Touch Control ChildSafetyLock Defrost Function Fast Reheat Pull Open Door Handle Good for Home Office,(0),"KSh 11,500"
Roch RMW20PX7PB B Microwave Oven 700W 20L Black,(0),"KSh 10,999"
Hanmac 20L Manual Microwave Turntable Glass PushButton Door Timer HMR20M,(0),"KSh 9,199"
Hanmac 20L Digital Microwave Multiple Power Levels Speed Defrost Child Lock HMR20E,(0),"KSh 10,599"
20L DigitalGrill Microwave Multiple Auto Menus Speed Defrost Child Lock HMR20EG,(0),"KSh 11,999"
Roch 20 Litres Digital Microwave20 Liters capacity 11 Microwave power levels Defrost function Cooking End Signal 650700W microwave power 99minutes 99 seconds timer,(0),"KSh 13,450"
Ramtons RM458 Digital Glass Microwave 700W 20L Black Silver,(0),"KSh 12,999"
Roch Digital Microwave 20Ltrs,(0),"KSh 10,999"
Ramtons RM458 Digital Glass Microwave 700W 20L a handy solution for preparing simple dishes or reheating meals quickly using microwave ovens 10 power levels mic,(0),"KSh 15,161"
ICONA 20 Ltrs Digital Microwave Oven,(0),"KSh 10,999"
Mika Microwave Oven 20L Digital Grill,(0),"KSh 16,499"
ICONA 20 Ltrs Digital Microwave Oven,(0),"KSh 9,999"
Ramtons RM458 Digital Glass Microwave 700W 20L,(0),"KSh 12,999"
Nunix Digital Microwave Oven 20L Without GRILL DIGITAL PANEL Our microwave features a Digital Control Panel that makes it really easy to use provides choices for express cooking,(0),"KSh 10,190"
LG Neo chef Microwave oven Grill Smart Inverter Even Heating Easy Clean,(0),"KSh 33,659"
Ramtons RM458 20L Digital Glass Microwave,(0),"KSh 12,410"
Nunix 20L Digital Microwave Oven Grill C20PG White,(0),"KSh 11,999"
Digital microwave oven 20 ltrs premier,(0),"KSh 16,200"
Digital microwave oven 20 ltrs ROCH,(0),"KSh 14,520"
ROCH DIGITAL MICROWAVE OVEN 20L,(0),"KSh 9,990"
TOP HANMAC 20LITRES 10000WATS MICROWAVE oven healthy cooking it is energy saving defrost function,(0),"KSh 11,000"
ROCH RMW20L8MBB MICROWAVE MANUAL 20L,(0),"KSh 9,500"
Hisense H20MOMS1 20L Microwave,(0),"KSh 18,800"
Mika 20L Digital Microwave Grill,(0),"KSh 13,999"
Premier 20L Microwave Ovens,(0),"KSh 11,400"
Microwave Alyionz manual,(0),"KSh 13,230"
Hisense microwave digital 20 ltrs,(0),"KSh 13,279"
Nunix 20L Digital Electric Microwave Oven GRILLCOMPACT Nunix C20PG Countertop Microwave is 44cm long making it ideal choice to fit into dormitories apartment kitchens or workplace,(0),"KSh 10,955"
20 LITERS DIGITAL MICROWAVE WHITE RM319 Capacity 20 Liters Microwave power output 700W 11 microwave power levels 99 minutes digital timer Defrost by weighttime Speedy cooking Cooking end signal,(0),"KSh 10,399"
ICONA 20 Ltrs Digital Microwave OvenThis Icona Microwave boasts 20 liters of space allowing you to accommodate dishes plates of various sizes You can reheat leftovers or steam vegetables th,(0),"KSh 10,110"
MIKA MICROWAVE OVEN GRILL 20LTR 1000W Grill,(0),"KSh 13,999"
1 pc Vent microwave food cover detachable handle,(0),KSh 850
Hisense digital microwave oven 20L,(0),"KSh 12,999"
Ramtons RM551 25 LITRES MICROWAVEGRILL BLACK,(0),"KSh 21,999"
Mika MMWMSKH2012B Microwave 20L Manual,(0),"KSh 10,299"
Mika Mirrored Microwave Output 700W Capacity 20 Litres 230240V50Hz Grill Function 1000Watts 11 Power Levels Multi Stage Cooking,(0),"KSh 21,000"
Mika Manual Microwave Oven 20L SilverMMW2012S,(0),"KSh 10,500"
Hisense H20MOBS11 20L Digital Microwave Oven,(0),"KSh 12,999"
Hisense H20MOBS11 20L Digital Microwave Oven,(0),"KSh 12,999"
Hisense Digital Microwave Oven 20LTR Push Button Door Open 700W,(0),"KSh 12,999"
Mika 20L Digital Microwave Grill,(0),"KSh 13,999"
Syinix 20l microwave ovenCOMPACT Countertop Microwave is 44cm long making it ideal choice to fit into dormitories apartment kitchens or workplace DIGITAL PANEL Our microwave features,(0),"KSh 10,999"
Mika MMWMSKH2012B Microwave 20L Manual,(0),"KSh 10,999"
Hisense Digital Microwave Oven 20LTR Push Button Door Open 700W,(0),"KSh 13,999"
AILYONS Microwave 20ltrs appliances 20L microwave 30 Minute timer Manual control Grill function Combination cooking Defrost setting Cooking end signal Button touch door Glass turntable,(0),"KSh 10,272"
Synix Syinix 20l microwave ovenCOMPACT Countertop Microwave is 44cm long making it ideal choice to fit into dormitories apartment kitchens or workplace DIGITAL PANEL Our microwave fea,(0),"KSh 10,555"
Roch 20 Liters Digital Microwave,(0),"KSh 10,999"
Icona Microwave oven 25L Manual Setting ILMO2555XW,(0),"KSh 13,999"
Glass door Roch Manual Microwave Oven 700W 20L,(0),"KSh 9,780"
Synix 20L 700W Microwave Essential Appliance,(0),"KSh 9,999"
Nunix C20MX1 20ltrs Microwave Oven White Manual NUNIX MICROWAVE,(0),"KSh 8,499"
Mika MMWMSKH2012B Microwave 20L Manual,(0),"KSh 10,999"
MIKA Microwave Oven 20L Grill Digital Control Panel Mirror Finish,(0),"KSh 15,622"
MIKA MICROWAVE OVEN GRILL 20LTR 1000W Grill Silver Spacious Stylish 20L of cooking capacity a glossy exterior 5 power levels counter top microwave delivers power style co,(0),"KSh 15,455"
MIKA Microwave Oven 20L Grill Digital Control Panel Mirror Finish,(0),"KSh 15,030"
ICONA 20 Ltrs Digital Microwave Oven,(0),"KSh 9,299"
Roch Digital Microwave 20ltrs Black as pictur Black 20 L,(0),"KSh 10,955"
Von Microwave 20L Digital,(0),"KSh 14,279"
Microwave manual nunix 20ltrs,(0),"KSh 13,230"
VON HMG202DBVAMG20DGB Grill Microwave 20L Black Red Digital control panel Adjustable power levels 7 auto cook menus Jet defrost Variable power Touch screen number pads 10 Power levels,(0),"KSh 16,710"
Nunix 20L Manual Setting Microwave Oven,(0),"KSh 8,999"
Ramtons RM551 25 LITRES MICROWAVEGRILL BLACK,(0),"KSh 21,980"
Roch RMW20PX7PB B Microwave Oven 700W 20L,(0),"KSh 9,399"
Hanmac 20L digital plus grill microwave 3 years warranty,(0),"KSh 13,279"
Mika 20L Digital Microwave Grill,(0),"KSh 13,999"
Roch 20 Litres Digital Microwave20 Liters capacity 11 Microwave power levels Defrost function Cooking End Signal 650700W microwave power 99minutes 99 seconds timer,(0),"KSh 13,450"
Ramtons 20 Litres Digital Microwave RM 458 Silver Glass,(0),"KSh 15,779"
MICROWAVE OVEN 20L Nunix Digital Electric Microwave Oven grill,(0),"KSh 15,130"
HANMAC 20L Manual Microwave,(0),"KSh 8,999"
20L Digital Electric Microwave Oven Grill,(0),"KSh 11,299"
hisense Digital Microwave20L capacity 11 power levels Defrost by weight function Microwave output power of 700 watts 9999 minute cooking timer Push button door Silver color silver door 255mm diam,(0),"KSh 12,000"
Syinix 20l microwave oven,(0),"KSh 8,999"
Roch 20 Litres Digital Microwave,(0),"KSh 9,999"
HANMAC DIGITAL MICROWAVE GRILL,(0),"KSh 12,690"
Hisense 20L Digital Microwave oven,(0),"KSh 10,999"
20l Icona digital microwave You can reheat leftovers or steam vegetables appliance there are various power settings to suit needs,(0),"KSh 9,999"
Sterling Microwave Oven 20L SMWM20 White 20L,(0),"KSh 10,485"
Nunix Microwave Oven 20L Manual Setting Function C20MXX1,(0),"KSh 8,394"
Roch 20 Litres Digital Microwave,(0),"KSh 10,399"
20L Nunix Microwave,(0),"KSh 9,200"
silver hisense Digital Microwave 20L capacity 11 power levels Defrost by weight function Microwave output power of 700 watts 9999 minute cooking timer Push button door Silv,(0),"KSh 13,555"
Roch digital microwave 20L RMW20PX7PBB,(0),"KSh 10,499"
MICROWAVE OVEN 20L Roch Digital Electric Microwave Oven grill,(0),"KSh 12,950"
Hisense 20L Microwave H20MOMS11 Silver 90 min timer,(0),"KSh 12,799"
microwave steam cleaner,(0),KSh 899
Nunix 20L Microwave Oven,(0),"KSh 9,999"
Premier microwave digital,(0),"KSh 13,000"
RAMTON 30 LITERS CONVECTION MICROWAVE BLACK RM327,(0),"KSh 27,300"
Nunix 20L Manual Setting Microwave Oven,(0),"KSh 9,999"
Premier 20ltrs Digital Microwave,(0),"KSh 14,000"
Roch Digital Microwave 20ltrs appliances 20 Liters capacity 11 Microwave power levels Defrost function Cooking End Signal 650700W microwave power 99minutes 99 seconds timer,(0),"KSh 10,656"
Premier Microwave20L solo microwave Adjustable power levels 7 auto cook menus Jet defrost Variable power levels Weight defrost Memory cooking Preset cooking Express cooking Multistage cooking In bu,(0),"KSh 10,464"
Hisense 20L Microwave Oven,(0),"KSh 8,900"
DELICIOUS FOOD Icona London 20L Manual Setting Microwave Oven,(0),"KSh 12,400"
Mika Microwave Output 700W Capacity 20 Litres Voltage AC 230240V50Hz Manual Control 5 Power Level Defrost Function 35 Minutes Timer Durable Glass Door Handle Color Silve,(0),"KSh 14,000"
Mika Microwave Output 700W Capacity 20 Litres Voltage AC 230240V50Hz Manual Control 5 Power Level Defrost Function 35 Minutes Timer Durable Glass Door Handle Color Silve,(0),"KSh 14,000"
Mika Microwave Output 700W Capacity 20 Litres Voltage AC 230240V50Hz Manual Control 5 Power Level Defrost Function 35 Minutes Timer Durable Glass Door Handle Color Silve,(0),"KSh 14,000"
Mika Microwave Output 700W Capacity 20 Litres Voltage AC 230240V50Hz Manual Control 5 Power Level Defrost Function 35 Minutes Timer Durable Glass Door Handle Color Silve,(0),"KSh 14,000"
Mika Microwave Output 700W Capacity 20 Litres Voltage AC 230240V50Hz Manual Control 5 Power Level Defrost Function 35 Minutes Timer Durable Glass Door Handle Color Silve,(0),"KSh 14,000"
Mika Microwave Output 700W Capacity 20 Litres Voltage AC 230240V50Hz Manual Control 5 Power Level Defrost Function 35 Minutes Timer Durable Glass Door Handle Color Silve,(0),"KSh 14,000"
Mika Microwave Output 700W Capacity 20 Litres Voltage AC 230240V50Hz Manual Control 5 Power Level Defrost Function 35 Minutes Timer Durable Glass Door Handle Color Silve,(0),"KSh 14,000"
Mika Microwave Output 700W Capacity 20 Litres Voltage AC 230240V50Hz Manual Control 5 Power Level Defrost Function 35 Minutes Timer Durable Glass Door Handle Color Silve,(0),"KSh 14,000"
Mika Microwave Output 700W Capacity 20 Litres Voltage AC 230240V50Hz Manual Control 5 Power Level Defrost Function 35 Minutes Timer Durable Glass Door Handle Color Silve,(0),"KSh 14,000"
